,SK_ID_CURR,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NonNA_Percentage,Jenny's,Max Correlation,3rd max,4th max
FLAG_DOCUMENT_16,-0.000723813,-0.011614672,0.010662336,0.007268595,0.061925373,0.007198071,0.058304825,0.006313021,0.024044463,-0.042904828,0.025934575,0.002781774,-0.004199534,0.00018058,0.043008152,0.005691637,-0.030624692,0.010354279,-0.012643976,0.009685438,-0.00542356,-0.005430361,0.019066167,-0.006508932,0.000896851,0.00429624,-0.012665962,-0.004094872,0.003061081,-0.000185871,0.013030107,0.002469654,0.004738575,0.004900043,-0.00099229,0.00215594,0.007316249,0.003114774,0.002963863,0.009119527,0.00283634,0.004098707,0.002771755,0.004817096,-0.001308217,9.62E-05,0.00499451,0.004296963,-0.001102834,0.000879568,0.006883573,0.003338541,0.003128141,0.009007197,0.003379964,0.00443115,0.00266233,0.004919022,-0.000727876,-7.36E-05,0.004850581,0.00473046,-0.000988738,0.002159585,0.007090738,0.002710787,0.003054932,0.008889719,0.002881017,0.004218374,0.0028636,0.005061064,-0.001302864,-0.000525014,0.006646782,0.004452221,-0.004613858,0.004253546,-0.005927309,0.041697704,-0.000651104,0.033417787,-0.000902936,-0.012136538,-0.02660255,-0.001387194,0.012783418,0.00848035,-0.000477775,-0.006275572,-0.000255379,-0.005955947,-0.005434403,-0.003485007,1,-0.001635438,-0.009065922,-0.002443567,0.082228889,0.003544485,-0.002258686,0.006317925,-0.009751044,0.002031586,0.000705814,-0.04875449,0.02431266,No,0.082228889,0.061925373,0.058304825
FLAG_DOCUMENT_17,0.001449891,-0.003377569,0.000772755,0.002230478,0.011743351,0.003191293,0.012138725,0.007414137,0.007876572,-0.007187455,0.00210182,0.004804302,0.000698595,2.95E-05,0.007136381,0.001321948,-0.013136476,0.004409674,-0.001421636,0.000761402,-0.004422106,-0.004193333,0.005232546,0.004498148,0.001666606,-0.001345296,-0.00104626,0.001467461,0.001181328,-0.002132595,0.002593547,0.001200016,0.005039175,0.003497194,0.001532355,0.00117125,-0.000186042,0.003329831,0.008106331,0.001471585,-0.002880884,0.002782836,-0.000784487,0.008549535,0.001989574,0.008186182,0.005717011,0.00393962,0.001520343,0.000893046,0.000139404,0.003972756,0.008281344,0.001394883,-0.00305397,0.002998998,-0.000428828,0.009294989,0.002215917,0.008825463,0.005156896,0.003532794,0.001512593,0.001173033,-0.000266374,0.003455934,0.008176475,0.001516928,-0.00284167,0.002853391,-0.00070527,0.008703344,0.002098958,0.008490531,0.006089259,-0.001464405,-0.001232867,-0.001360903,-0.000663006,0.006234552,-0.00010619,0.002536218,-0.000147262,-0.002023226,-0.004372066,-0.000226241,0.005337527,0.008570245,-7.79E-05,-0.001023501,-4.17E-05,-0.000971372,-0.000886312,-0.00056838,-0.001635438,1,-0.001478587,-0.000398528,0.026167124,-0.000298948,-0.001282348,-0.001061443,-0.002819358,0.000231098,-0.001384769,-0.009762627,0.005197497,No,0.026167124,0.012138725,0.011743351
FLAG_DOCUMENT_18,0.000509063,-0.007952385,0.004030511,0.00312988,0.034329099,-0.009744584,0.032747978,0.013367055,0.044498217,-0.040395787,0.017040334,0.014084053,-0.011042925,-0.019918569,0.0405483,0.032048955,-0.043067852,0.00405495,-0.008109839,0.001484704,-0.012532231,-0.01367203,0.021583554,0.008344119,0.007436168,0.00428209,0.013431956,0.013919356,0.006332276,-0.025738945,0.001873502,-0.016152172,0.004798576,0.004650779,0.003945469,0.006980952,0.015268883,0.007211969,-0.000502014,0.012229578,0.01118797,-0.001443215,0.007125696,0.006662495,0.000523438,0.003770985,0.005092953,0.004595664,0.003296794,0.007189934,0.013178301,0.006885239,-0.000517771,0.012276919,0.011458373,-0.000598858,0.007013471,0.006188296,0.001004666,0.002803372,0.004824731,0.004677195,0.00386616,0.006948414,0.015617004,0.007036951,-0.000407942,0.012105048,0.011564549,-0.001572318,0.007353276,0.006601274,0.000678482,0.003314505,0.006601369,0.003314521,-0.001019267,0.003258411,-0.003316385,0.047604436,-0.000588658,0.007976282,-0.000816337,-0.010621974,-0.02391515,-0.00125415,0.007756348,0.001895429,-0.000431952,-0.005673694,-0.000230886,-0.005384723,-0.004913199,-0.003150767,-0.009065922,-0.001478587,1,-0.002209209,0.081588759,0.006259005,-0.002230884,0.013281045,-0.004639691,-0.001564568,-0.005125306,-0.047431578,0.012594078,No,0.081588759,0.047604436,0.044498217
FLAG_DOCUMENT_19,0.000167246,-0.001357518,0.000864104,0.002408189,0.02108161,0.004573016,0.020278823,0.002363603,0.003613964,-0.010039719,0.00476368,0.000902568,-0.004991848,4.40E-05,0.010049127,0.011853526,-0.005123255,0.009659924,-0.002524842,0.002205454,-0.001205194,-0.001529966,0.002506736,-0.001934091,0.001038255,0.003078386,-0.005119117,-0.003854445,-0.002035333,0.005130643,0.003256274,-0.002589528,-7.06E-05,-0.002356517,0.000935951,0.001915728,0.006676422,0.001160051,-0.000884953,0.000900009,0.004353653,-0.000341263,0.001359935,0.000581865,-0.00221633,0.001146713,0.000312231,-0.002426732,0.001863124,0.000901628,0.007075061,0.001625702,-0.000384353,0.000907581,0.004645555,-0.00033913,0.000485587,0.000134754,-0.002153984,0.00155863,-3.87E-05,-0.002337984,0.001905849,0.001636158,0.006708631,0.001195338,-0.000767791,0.000878986,0.004442871,-0.00045404,0.001384957,0.000890585,-0.002317853,0.000919478,0.000192416,0.000930634,-0.003362634,0.001000793,-0.003063274,0.006852161,-0.000158663,0.00942316,-0.00022003,-0.003022974,-0.004759266,-0.000338035,5.28E-05,-0.001526055,-0.000116426,-0.001529249,-6.22E-05,-0.001451362,-0.00132427,-0.000849236,-0.002443567,-0.000398528,-0.002209209,1,0.034980874,-0.000446669,0.003456061,0.001126042,-0.001274734,-0.002728933,-0.001575276,-0.007009061,0.00368519,No,0.034980874,0.02108161,0.020278823
FLAG_DOCUMENT_20,0.001072695,0.000215394,0.000987936,0.000241981,0.031023062,0.011717681,0.031639644,-4.49E-05,0.009015006,-0.010135444,0.006970928,7.03E-05,-0.007457976,4.06E-05,0.010183466,0.00177067,0.000974257,0.0006919,-0.001778346,0.000187791,0.00221739,0.002609125,0.003277039,-0.002793693,-0.001263056,-0.000250635,-0.001180841,0.000702753,0.001877373,-0.0051024,0.000613532,-0.013836609,-0.002904297,-5.00E-05,0.00093887,-0.005382212,-0.001106493,-0.004101038,-0.003519488,-0.002701847,-0.001683638,0.000946814,-0.003760453,-0.002947919,-0.001576575,-0.001481978,-0.002887665,-5.65E-05,0.000968338,-0.005694367,-0.000797242,-0.004000134,-0.003051617,-0.002361559,-0.000576927,0.001904093,-0.003991453,-0.002593683,-0.001542921,-0.001016709,-0.002979467,-0.000233255,0.000933807,-0.005205463,-0.001132594,-0.004439974,-0.00384396,-0.00266153,-0.0011477,0.001360567,-0.004289033,-0.003321772,-0.001492422,-0.001224798,-0.001476318,0.000429559,0.000202844,0.000351001,0.000156666,0.009170953,-0.000146485,0.007395503,-0.000203142,-0.00279095,-0.005981349,-0.00031209,0.003858706,-0.001408925,-0.000107489,-0.001411874,-5.75E-05,0.042520433,0.030804931,0.028298818,0.082228889,0.026167124,0.081588759,0.034980874,1,0.007479886,-0.001843769,-0.000119602,-0.001770394,0.001284672,-0.001010082,-0.012125526,0.007885436,No,0.082228889,0.081588759,0.042520433
FLAG_DOCUMENT_21,0.000282471,0.003708625,-0.002450268,-0.000588843,-0.016148281,-0.017598059,-0.014486353,0.003436735,0.027281732,-0.008395864,0.003859283,0.01724569,0.001236441,3.30E-05,0.008579324,0.001541304,-0.015677298,1.98E-05,-0.000647033,-0.005800622,-0.001886555,-0.001501169,0.003997864,0.005006014,-0.000995087,-0.00196869,0.002613788,0.003487124,0.004401423,-0.019208136,-0.007236182,-0.013058252,-0.003997759,-0.003814679,-5.17E-05,-0.008957107,-0.005054705,-0.004347302,-0.000461069,-0.005813615,-0.004220257,-0.004053102,-0.005356787,-0.003910333,-0.00051368,-0.000182568,-0.004040089,-0.003702053,6.90E-05,-0.009375329,-0.005049403,-0.004204801,-0.000877925,-0.00581362,-0.005069314,-0.004111058,-0.005987673,-0.004258613,-0.000795993,-0.000443749,-0.004030242,-0.003797242,-2.88E-05,-0.008898938,-0.005028159,-0.004334223,-0.000560101,-0.005830844,-0.004746905,-0.003881311,-0.005347295,-0.003867117,-0.000593113,-0.00013297,-0.003833305,-0.000601168,-0.000652299,-0.000551706,0.000392535,0.009826149,-0.000119018,-0.025509569,-0.000165051,0.000645496,-0.005687937,-0.00025357,-0.001548097,-0.00114474,-8.73E-05,-0.001147135,-4.67E-05,0.004908321,0.002290971,-0.000637038,0.003544485,-0.000298948,0.006259005,-0.000446669,0.007479886,1,-0.001365189,-0.001130014,8.14E-05,-0.003611768,-0.002004019,-0.005457213,0.001962082,No,0.027281732,0.01724569,0.009826149
AMT_REQ_CREDIT_BUREAU_HOUR,-0.002672444,0.000930425,-0.000409557,0.00070921,-0.003905918,0.003861248,-0.003236552,-0.002224752,0.005285234,-0.00473534,-0.002854878,0.004761338,-0.000202198,,0.004618735,-0.005358197,-0.004599552,-0.003250592,0.003390215,0.000659645,0.006311923,0.006239078,-0.016005312,-0.002043751,-0.00174863,-0.000995681,0.000549119,0.00048131,-0.000923891,-0.003963131,-0.004077495,-0.001192618,0.001933387,-0.000676045,0.000628084,0.001761935,0.006829231,0.001187015,-0.00364295,0.003100658,0.003623193,-0.001597407,0.002934954,0.004188008,-0.000172509,0.003974144,0.00207967,-3.61E-06,0.00046053,0.001303928,0.006455908,0.000987601,-0.003228455,0.003469983,0.003409896,-0.001321223,0.00363438,0.003151998,-0.001139359,0.003237833,0.002068317,-0.000459268,0.000659769,0.001553317,0.006976921,0.000928175,-0.003751899,0.003301203,0.003677939,-0.001841754,0.002831664,0.002895165,-5.84E-05,0.003490286,0.004994483,0.000488336,-0.0001774,0.000413243,-0.001460792,-0.000857981,,-0.000760626,-0.000725336,-0.001019536,-0.00156677,-0.001036459,0.004995368,-0.002482383,-0.000391714,-0.002918177,0.01614201,-0.001861886,0.001168424,-0.000327717,-0.002258686,-0.001282348,-0.002230884,0.003456061,-0.001843769,-0.001365189,1,0.230374292,0.004705609,-1.83E-05,-0.002716133,-0.00459706,0.0054642,No,0.230374292,0.01614201,0.006976921
AMT_REQ_CREDIT_BUREAU_DAY,-0.002192887,0.002704401,-0.000365619,0.002943994,0.004237704,0.002185334,0.004676873,0.0013992,0.00225484,0.000472391,-0.000507901,-0.000998914,-0.008650453,,-0.000437905,-0.00443366,-0.002481223,-0.000833329,0.003849415,-0.001214978,-0.002240692,-0.001952814,0.00227354,-0.001341612,-0.001775043,-0.000992822,-0.002152195,-0.001981884,-0.001960161,-0.005087259,0.000552522,-0.007189512,0.004937856,0.005157265,-0.001837624,0.002482477,0.005492675,0.004841465,0.006607707,0.002945855,0.004114678,0.006242824,0.006781518,0.010213745,-0.00071441,0.002923003,0.004367875,0.004808549,-0.002150778,0.001469005,0.005777929,0.004600394,0.00547193,0.002534974,0.003981944,0.005615657,0.007223616,0.006659233,-0.000443716,0.001012893,0.004634667,0.005279662,-0.001784989,0.002944036,0.005642843,0.004626134,0.006286188,0.002751735,0.004187211,0.005234975,0.006876796,0.007160222,-0.000699925,0.001535191,0.010729977,-0.002444327,-0.001271863,-0.002542434,-0.001821956,0.002336505,,0.000981833,-0.000600385,-0.000606865,0.003606601,-0.000857912,0.000931987,1.15E-05,-0.000324235,0.00389128,0.012205543,0.007011715,0.013118747,0.003279151,0.006317925,-0.001061443,0.013281045,0.001126042,-0.000119602,-0.001130014,0.230374292,1,0.217411847,-0.005257937,-0.004416353,-0.003354845,0.007849211,No,0.230374292,0.217411847,0.013281045
AMT_REQ_CREDIT_BUREAU_WEEK,0.002098854,0.000787712,-0.002436028,0.00238729,-0.001274811,0.013880509,-0.001006699,-0.002148643,-0.001335687,0.003072097,-0.001069091,-0.00124948,0.001660711,,-0.003027719,-0.004403652,-0.008495914,-0.000200831,0.021580753,-0.001174033,0.001683109,0.001101753,-0.002985113,0.001227277,-0.000705288,-0.001486169,-0.001517228,-0.002753347,-0.003324947,-0.001800839,0.001506966,-0.021257944,9.88E-05,-0.000649994,0.003529746,-0.00423426,-0.008238303,-0.000342558,0.001921348,-4.99E-05,-0.000592942,0.009960166,-0.003701891,-0.001296767,-0.002525201,-0.006021758,0.000431863,-0.000793986,0.002855992,-0.004390015,-0.007190192,-0.000138958,0.002056586,0.000317443,-3.90E-05,0.00833234,-0.003053462,-0.000508183,-0.00260422,-0.005167806,4.08E-05,-0.000914077,0.002837132,-0.004169746,-0.008555601,-0.000518746,0.00160797,8.23E-05,-0.000144124,0.00810078,-0.003812985,-0.001125022,-0.002725946,-0.006230458,-0.000867964,8.15E-05,-0.00216717,0.000197066,-0.002536107,-0.003495403,,0.00817542,-0.001594717,0.001904364,0.002818963,-0.000925359,0.00064058,0.000222769,-0.000861218,-0.000335542,-0.000460336,-0.003935963,-0.000846704,0.001428747,-0.009751044,-0.002819358,-0.004639691,-0.001274734,-0.001770394,8.14E-05,0.004705609,0.217411847,1,-0.014096182,-0.015114644,0.018917028,0.003628542,No,0.217411847,0.021580753,0.018917028
AMT_REQ_CREDIT_BUREAU_MON,0.000485453,-0.012462419,-0.010807739,0.024699848,0.054451451,0.039148073,0.056422359,0.078606551,0.001371693,-0.034456812,-0.011353203,-0.00965998,-0.0218674,,0.034091877,-0.001829433,0.005921715,0.031992048,0.025668932,-0.008021463,-0.069711771,-0.067740773,0.037672985,0.000316045,0.008360203,0.010246038,-0.010880951,-0.012181874,-0.007592138,0.030819851,0.051981015,-0.007856199,0.035420354,0.021661073,-0.000556611,-0.002554017,0.024330814,0.04307631,0.012893786,0.046762204,0.039119998,0.015586663,0.034460959,0.035706236,0.001306112,0.013876822,0.032813662,0.020000879,-0.000402102,-0.002828706,0.021796862,0.040562479,0.011069069,0.044120691,0.035403386,0.01381179,0.032666663,0.032583562,-0.000701276,0.010276136,0.035180991,0.021850878,-0.000208453,-0.002668507,0.024104148,0.042777105,0.013105941,0.045992344,0.038355814,0.015134404,0.034502578,0.035483106,0.001068981,0.012888776,0.034799732,0.001562766,0.00033072,0.001638822,-0.001462269,-0.041244182,,0.010359953,0.0050048,0.00673887,-0.023518418,-0.003055168,0.019247648,0.005266138,0.000902663,-0.002025768,0.002193089,0.011011312,0.004658182,0.00240267,0.002031586,0.000231098,-0.001564568,-0.002728933,0.001284672,-0.003611768,-1.83E-05,-0.005257937,-0.014096182,1,-0.007788525,-0.004974592,0.049369098,No,0.078606551,0.056422359,0.054451451
AMT_REQ_CREDIT_BUREAU_QRT,0.001025016,-0.002021927,-0.007835783,0.004859353,0.015925231,0.010123534,0.016432485,-0.001279497,-0.011799476,0.015344694,-0.001307655,-0.006199923,-0.0176321,,-0.015271148,-0.022964202,0.006934477,-0.009969188,0.013425782,-0.00473917,0.005435982,0.004773185,-0.000680078,-0.001812794,-0.004958859,-0.005655483,0.000933345,-0.005226981,-0.006792061,-0.003631492,-0.002848859,-0.025130735,-0.002786785,-0.000944923,0.00189099,-0.007246133,-0.009804209,-0.00478832,-0.00013859,-0.000840686,-0.004212881,0.005661619,-0.00791947,-0.002431766,0.001955707,-0.003135442,-0.002392958,-0.000861396,0.002112598,-0.006996372,-0.008781268,-0.004251559,0.000195316,-0.000360732,-0.003628204,0.006206526,-0.007405266,-0.001641206,0.002320902,-0.001864675,-0.002707165,-0.000986023,0.001966062,-0.007448828,-0.009668712,-0.004499664,7.78E-06,-0.000724358,-0.004121515,0.006088629,-0.007673221,-0.002508717,0.002416202,-0.002847809,-0.003490676,0.004140454,-0.001302019,0.003931984,-0.000290614,-0.00145095,,0.009576069,0.000313342,-0.004568061,0.010201112,-0.000351737,-0.003268599,-0.003151666,0.002899575,-0.007402148,-0.000916757,-0.004400571,-0.004401686,-0.001555543,0.000705814,-0.001384769,-0.005125306,-0.001575276,-0.001010082,-0.002004019,-0.002716133,-0.004416353,-0.015114644,-0.007788525,1,0.076207999,0.001380319,No,0.076207999,0.016432485,0.015925231
AMT_REQ_CREDIT_BUREAU_YEAR,0.004659167,0.019929859,-0.041549728,0.011689708,-0.048447739,-0.011320022,-0.050998417,0.001003324,-0.071982734,0.049987963,-0.024804795,-0.035098986,-0.014384075,,-0.049949494,-0.07587488,0.026700397,-0.031586861,0.053354152,-0.028570922,0.01149412,0.010682813,-0.030943109,-0.01709511,-0.021586739,-0.017428957,-0.00479282,-0.0080129,-0.008415279,0.006561999,-0.021984072,-0.071448962,-0.016495885,-0.012364054,-0.008315387,-0.025873768,-0.014049453,-0.018543613,-0.010362311,-0.01974958,-0.010188844,-0.011766611,-0.013920252,-0.019040643,-0.001210252,-0.009095993,-0.014625508,-0.011243494,-0.008161547,-0.025018096,-0.013145234,-0.0174756,-0.008192159,-0.019110553,-0.009011112,-0.009939409,-0.013157502,-0.017190082,-0.00114568,-0.007928687,-0.016126905,-0.011905962,-0.008542829,-0.025907793,-0.01381813,-0.018349261,-0.010191121,-0.019864682,-0.010384118,-0.011047581,-0.014214652,-0.019094901,-0.000855204,-0.008833035,-0.018945274,0.032566509,0.018590235,0.032956713,0.017189725,-0.112724742,,0.048214314,0.000296566,-0.010234413,0.012222932,0.003542022,-0.024332787,-0.010376369,0.002626829,-0.032884225,-0.002053645,-0.033800669,-0.033007922,-0.018954745,-0.04875449,-0.009762627,-0.047431578,-0.007009061,-0.012125526,-0.005457213,-0.00459706,-0.003354845,0.018917028,-0.004974592,0.076207999,1,-0.009251638,No,0.076207999,0.053354152,0.049987963
NonNA_Percentage,0.00075952,-0.04212343,-0.020047858,0.056587979,0.069090516,0.076175472,0.071443382,0.122332191,0.004648103,-0.052215671,-0.054520967,-0.014446555,-0.058377928,4.90E-06,0.051733625,-0.048369073,-0.010509175,0.064215914,0.049262051,-0.042744884,-0.129344403,-0.166072631,0.066026328,-0.0226251,-0.017058582,-0.002850998,-0.153440669,-0.249433597,-0.190382861,0.088855767,0.121059319,0.005081079,0.122279794,0.013926234,0.131067278,0.048428757,0.021879825,0.033421281,0.07138407,0.147744101,0.05156719,0.001418578,0.037777378,0.121714315,-0.005627819,-0.067609117,0.108232507,0.000227738,0.119860521,0.043758631,0.019128345,0.022803306,0.05758106,0.13974364,0.047220113,-0.007805481,0.032762829,0.106859667,-0.006406861,-0.080374436,0.119883734,0.011791747,0.129060985,0.048626168,0.02171482,0.031251804,0.069493221,0.146408585,0.051270014,0.000359361,0.03719755,0.120031526,-0.005576851,-0.071994986,0.146925368,-0.0153873,-0.01145616,-0.015035075,-0.010878711,-0.044144171,0.000340692,-0.026586481,-0.000799744,0.001371984,-0.028001,0.001947423,0.036625153,0.015975265,0.002331113,0.014562941,0.002672992,0.019085643,0.028151273,0.010143092,0.02431266,0.005197497,0.012594078,0.00368519,0.007885436,0.001962082,0.0054642,0.007849211,0.003628542,0.049369098,0.001380319,-0.009251638,1,No,0.147744101,0.146925368,0.146408585
